270500 20439
103574 90084
182668 77545
358898 82745
345988 173727
175303 45410
126665 192155
392002 259169
168978 50626
305754 126648
337542 245226
379628 55856
251574 293
356867 206797
184719 272176
117935 221609
308252 68485
173960 258427
128890 123469
299377 12660
234750 42147
391716 127053
257668 131248
355094 251720
314343 282511
111104 10672
398552 82164
229008 42162
350356 265150
213364 35967
177306 127523
105751 20392
208021 99382
386003 160535
109912 106205
154210 44873
342050 234688
261183 8533
100432 248069
344877 103240
258296 249404
143480 193466
286800 283612
276029 235879
135248 227716
357050 51519
285126 47655
303381 227142
317256 73596
171193 100856
151513 114119
182815 235899
375626 46165
245103 62092
371867 270104
389172 11995
206232 216507
276083 142693
124066 240210
266409 299569
366697 183362
282883 109284
379694 2849
145448 288139
355649 112476
396745 186731
280049 7036
225083 165021
296051 246600
281657 72448
294289 16715
304226 210896
271876 263069
239172 51188
106887 14484
105519 260112
248205 106995
248928 266573
276353 64466
176927 234671
140725 36741
312647 45264
234882 175179
300885 17758
350847 67746
252519 260408
119476 62835
220119 227816
242096 4031
329706 292527
143517 133863
137920 136250
157828 267643
349437 78379
202349 47445
154971 5829
262828 14493
259317 173452
201787 255846
153862 140207
282850 103632
286372 252668
382573 243911
278997 73276
224683 1706
156743 139685
300483 17660
114970 142753
231432 103790
106438 260289
320367 175002
200235 39624
284807 270397
205088 259825
336515 272920
114502 298352
240984 176659
229432 129733
305059 55760
104582 177870
138425 139495
114399 291959
337916 68146
290627 150476
161389 252981
373508 265531
118839 88371
120739 181371
356267 242627
193409 39465
277571 99420
239713 80608
136802 15581
266132 289917
132399 47602
154686 151580
153516 154496
398854 65680
140346 107203
168483 17277
150041 84080
219742 60225
228391 198057
147439 246875
301366 183676
155357 281257
177566 216212
361461 245288
170714 85494
317962 49348
306960 200396
197127 201288
375075 174702
110921 74947
272841 7208
189339 181727
139995 207467
214041 264227
322154 103651
251725 129953
296076 98921
210508 75379
367619 257439
310743 142629
164057 182831
160309 295532
317266 117
124991 242017
370559 6449
186772 148028
188455 40393
232246 211570
298189 139532
326675 133261
359483 27353
188900 131
148260 178146
265093 17493
390833 282706
119391 279287
314652 243629
109578 188513
222581 59989
127226 234835
155655 108317
120744 100523
332065 15385
296579 130872
233394 200413
165773 154374
300651 93506
365460 53137
183413 34543
276460 115808
201656 186981
117113 232719
171794 58721
195086 295626
125056 49413
201652 42282
123470 136077
237980 126180
335975 252142
113899 123772
169462 69935
399116 191208
182263 121832
364526 216340
301319 242947
182584 149239
315617 21548
313199 162671
245895 13848
164710 291754
379164 159758
301494 191482
187385 90506
183467 246078
127076 128208
333232 10808
252285 284072
356414 42883
251474 172587
321580 276827
376269 292291
248403 179600
394260 43177
346784 267757
237955 211365
196301 68971
220036 286984
247994 276911
123547 244556
219071 245165
164335 93798
373912 222461
361565 8295
317321 108424
101548 63505
189994 21113
312488 78892
368033 29382
116986 103695
273322 257760
340601 276021
337185 176219
141719 187540
236988 88635
266430 82074
172111 87062
203536 199269
276295 253839
378221 206144
393257 261675
246415 5869
250062 260219
270134 20029
168339 102883
196986 95552
258026 22721
123716 238146
167281 124714
243455 190443
399255 120276
347973 108994
354171 105883
365809 198059
390258 67211
290764 252740
269935 261165
377285 229397
231323 238581
284497 247444
318777 58197
172712 191573
218477 38946
335771 233797
124894 237070
342045 186733
327195 218040
387781 274414
394910 13388
275767 89984
311580 86965
392984 194286
229483 121055
146789 251617
383093 14599
208016 257132
326185 95011
172177 284229
358924 78906
295600 12606
279491 241641
384753 280624
298298 118468
372180 58662
224511 282488
312849 241610
317302 102173
380845 64753
100098 212303
322207 72545
292240 34176
109739 124386
343419 92221
174894 143892
307247 211661
310224 44659
256063 158635
346689 233979
218934 88631
374839 238665
147220 142934
102318 56657
394178 45701
330588 137518
397137 128767
256228 157256
106490 223611
316463 218793
287064 14903
213472 58545
122087 24761
220085 142954
162162 216916
201912 188905
390419 28599
202868 111290
239577 299818
177159 23739
377517 134304
214659 193158
211027 273224
195572 35741
239582 18799
247434 170283
208360 71926
204038 185404
126962 246258
375727 26201
259701 191644
390337 99665
365653 20925
392675 17469
347239 199361
317595 277329
115177 165626
194404 85981
365340 16003
155650 19230
109618 269638
167184 171617
132913 111902
258705 79818
246996 231544
376089 195955
395705 10088
136803 85770
165337 237950
160588 249820
233471 176685
374229 283386
143591 298739
362294 287063
212296 36109
134874 28586
247028 82713
302780 168113
275595 243230
216346 193339
342799 163814
357103 190723
180842 43582
131608 12448
197922 75915
324681 103016
317540 155734
226690 109645
197611 14403
260779 165373
234374 78980
288454 266758
129603 189995
375003 292583
363473 26061
143290 81694
313615 151543
313480 39396
288454 133083
130863 207925
256745 181752
377539 10644
261721 68641
397597 287661
251296 282875
176504 288763
146835 35426
242033 36004
207013 52906
385824 221866
250658 270521
326977 256438
358884 227055
122854 164482
390599 235018
254343 184924
263155 241760
382250 31819
327394 63806
358638 137799
333316 57836
118500 174624
394677 158351
219901 219984
332443 125442
146415 28919
268058 59852
190378 230
146367 147106
167465 164953
232699 222717
379801 57318
179259 7042
126523 275849
130930 154389
334951 258100
259377 234494
268322 295920
379258 74886
391045 189721
211839 131514
271258 134228
359265 97146
283923 212312
223040 74089
113405 259411
309338 204518
291100 142040
111672 80908
332481 17047
134275 236530
175618 254230
398273 92679
154806 253412
342648 299245
277879 53046
330704 271796
334993 281080
300114 13885
293307 126294
396601 111645
357981 63284
153902 200259
335655 12178
257712 121450
342501 148774
273553 120873
374085 72085
386046 263119
190154 184312
101741 187932
389171 55313
128742 171186
389429 4825
387523 184514
348351 11595
287168 1911
202852 172170
327571 121920
230115 262386
244018 92989
107601 144905
249888 245411
141311 230343
106140 207075
159913 132081
359157 15389
363504 38322
216364 242703
169910 130909
107372 169656
363923 205295
178998 188839
179271 255583
118388 99847
292332 182700
351617 139680
225646 215201
158954 40205
353216 12786
147349 147920
238607 128554
344521 166157
105189 230538
205129 298228
265520 161266
236759 224501
313284 186122
115594 16377
254243 160725
380949 44720
399666 62579
375922 104089
198347 84417
396938 292312
342033 185418
336824 24509
193825 90594
219224 125810
193945 137246
326433 141306
303299 289613
193053 78535
391377 124615
142133 204445
362002 253901
317479 83197
385855 95873
143489 92880
184380 93721
154451 63046
114258 165629
183300 205059
117612 4745
275514 16548
124352 296077
118475 55142
106570 293330
351153 108654
397597 89459
195748 35498
290818 91477
355818 49432
295103 109037
299223 282487
371473 119695
196002 175907
347786 169483
320007 100278
341915 288132
232298 273731
272526 221957
188324 179319
157119 87667
125369 199023
247059 62593
105228 224111
135323 69883
218141 9618
101724 104297
204165 289065
344711 178582
169361 219399
221378 78521
101387 272208
167641 48218
279731 138143
162254 168727
240014 225614
217808 176311
314914 128260
153166 181261
300680 232753
182006 68386
339924 219984
194874 103162
152519 132534
296650 33843
219216 174902
283262 263086
132120 110129
128027 261229
213823 184848
340252 23955
276909 263106
272188 36268
300823 72626
295566 163457
239198 60027
341466 210435
130232 181315
270498 292267
356277 27769
332182 279197
319824 51043
384247 299036
291120 274267
369689 161210
351942 47594
104006 270959
162895 193963
357980 41395
396733 259309
197742 235639
348057 245428
246021 151811
101001 13931
330308 235716
205620 202384
276035 65028
141031 212358
261259 13198
129074 23411
127078 251490
158025 246950
386785 96958
133864 94637
193666 105392
278504 185965
126458 126737
241835 287367
239362 202886
192241 295436
290284 41024
387693 266280
160585 127961
335416 108872
328230 173059
150712 12675
160253 91928
170550 299936
376096 256690
133146 195275
277284 286024
282593 192747
197094 237672
363278 84769
184849 10913
151679 197882
286908 203205
267102 35546
101747 299962
253041 137608
152076 215687
108511 271302
311958 116558
342993 258057
116292 134284
292214 73922
204834 10120
138674 87947
217180 45335
393978 104731
273548 198436
143218 160131
367229 130877
143407 182362
247350 56736
154563 122897
349895 156563
153532 241420
332679 106146
338670 257660
142918 9970
176818 27492
214549 168754
353888 61272
167489 189201
166744 76591
182933 51452
239327 248231
258144 146121
261575 202975
115376 52882
106549 108542
355818 153783
180363 151313
119563 179410
262122 107484
247125 290501
215356 108228
151307 176797
228422 203829
277572 236773
379710 161816
279528 108
283729 110768
184611 121010
361000 238086
231239 153729
292000 205162
191991 62274
197329 231953
220434 297161
251327 230195
162270 12706
194973 287152
113993 15841
101638 91482
185958 77803
111068 74831
277151 98086
320341 201278
317415 114153
231960 231105
209808 50303
390011 257797
249035 209169
294783 192808
188962 184061
277977 59524
316360 185356
117396 54143
330045 181871
389219 208530
246113 211173
229720 243842
352459 57778
359965 42238
279397 103704
176512 101884
388138 212419
151437 17349
327857 85832
243323 251734
256910 208951
258309 295087
314236 96329
279461 158708
114479 90549
385275 30919
377680 165207
310443 171866
303934 1532
143488 247077
370152 242278
371550 277729
117349 194572
140255 59450
196877 160241
148390 49758
161903 258971
190814 270737
241933 282564
143012 70768
339241 112325
233200 133681
326461 171153
224682 25975
370758 160098
187205 178946
394932 221027
101275 203359
396542 154511
259388 25185
158980 60956
107178 155101
343940 183877
364322 132868
188618 199469
172721 195298
198323 98125
384873 181419
121218 13317
216840 232023
135319 219141
142297 1380
306552 274869
397140 93725
345760 105184
347167 273302
121757 168195
175403 261744
262523 203646
141153 294043
163402 65506
251743 85503
172851 198056
246239 4595
195752 146759
298056 101754
397459 215919
110661 247319
169374 250971
311498 43236
356904 255326
295884 203555
391725 231330
325218 206503
372128 127031
144341 241666
212955 90663
381445 139331
202016 16020
128699 38185
384129 294706
139251 259379
204086 184292
261780 198722
364999 297754
310765 90651
100759 188127
384562 154141
377059 281261
162796 289026
233883 269241
322917 5822
349039 182503
187885 216337
197961 260392
287618 257513
375819 285483
106428 191500
178149 253936
359152 202783
294822 263467
228189 98951
197888 158554
338861 54915
311559 246177
211235 91516
131218 136416
