884345 40647
779202 183263
795118 71119
570578 266227
559372 190203
784380 222591
726617 72168
637326 214106
511864 121134
500670 186847
710769 193698
743216 217132
646364 184192
814028 275580
711005 202474
802121 259216
762781 32152
536999 218117
522157 226479
763185 283101
661598 229574
661350 103736
612405 134625
575266 18299
794105 129549
872589 37329
857931 122709
803575 252415
805241 109282
566564 164119
577387 19586
844107 38143
778653 41770
625826 156656
877319 20031
600677 61842
511875 124308
566312 188784
855277 70069
624683 149850
674379 195920
578583 66523
723198 265494
882127 110055
811110 61613
755328 171869
885472 9684
763261 284040
694649 114348
573446 83475
837871 115149
569183 232767
899436 67805
834627 102504
851337 33220
635160 206317
892951 145002
528173 122288
745256 94682
719170 201223
783010 24822
635490 31675
816154 244614
830452 255354
500069 149108
552022 19360
793901 162388
558276 207353
675806 280917
655608 94742
893211 24608
890666 131929
637853 19296
594716 169512
726494 218273
672316 188399
520990 216896
550997 214700
626183 168292
540460 140884
514350 95681
575389 70498
845644 191113
522116 245351
794966 5504
523359 123680
667930 288931
515495 120998
549166 97957
552191 113972
619452 161566
780837 98567
895531 232504
610481 42957
808870 269019
636846 159473
684348 78896
725889 174789
505434 195853
833547 292298
759087 84386
646928 291054
722300 81922
555569 266444
774750 180086
652186 165979
552044 259983
615181 150988
875293 191794
828874 122964
799884 193786
659751 194327
573735 123518
573016 39024
791774 65524
563536 64317
657508 204575
511584 20112
885288 154206
714728 10835
709783 48682
720680 115091
745526 163576
712484 249724
691205 32820
579569 135202
515404 23498
781860 96935
851373 194484
532118 206003
587399 220160
793737 71984
728708 8156
850631 3361
528079 280281
852330 53563
731425 289017
855313 165420
520109 195069
795057 248253
516979 243614
697508 118645
536866 176679
813114 27494
629449 96330
843816 195394
643359 53252
896756 91870
756838 210865
543586 25502
518636 288614
791479 295021
698101 26101
571147 185872
576235 286080
823912 274653
592947 44387
531757 298380
616337 59619
593828 289254
882785 121376
785552 197300
731999 207520
847767 154912
569623 204640
636004 79390
794065 113549
843556 188321
611265 287307
638735 262541
675511 51470
716551 252835
520011 249300
639717 74855
534861 234550
663978 88282
856974 287616
830963 200150
878195 67360
528348 129801
817962 7842
642168 266821
523587 107604
679953 3737
842652 56936
675356 57130
513317 62078
867848 128280
697574 103
706561 179763
748428 265131
518650 262235
526649 23228
787435 56817
734731 269754
767056 70183
624899 1841
723002 88441
544530 299751
527827 195369
542366 255441
738866 125645
537705 174906
808401 105473
656310 203001
621946 295776
886702 8040
533699 1980
553232 6217
693631 121962
532833 263454
679774 38304
760209 92605
870939 177186
736554 200427
698471 258318
707424 187521
526555 119752
518010 116966
521169 34109
529885 267141
626506 176001
536212 56005
607756 119262
846805 192016
789548 290013
642442 169484
748722 2062
540687 257672
550430 130782
553587 249234
779509 229149
676651 198998
797318 275488
610901 176986
729595 260645
644713 28669
822895 111050
508775 286429
666636 142026
621260 214210
603117 275562
832398 93943
833301 121309
737273 234429
605436 200894
645347 24653
766319 243760
572997 166227
652038 261828
651213 178523
618018 121838
873968 92627
657669 266649
647241 170441
601771 126677
635257 268724
763446 26507
714377 222628
683034 258034
570338 262673
557306 119365
811360 152131
571189 56172
676620 273232
744940 17241
639665 174528
824277 152756
716643 262238
521987 294181
652180 224745
743513 221493
810110 42348
504270 296108
556737 181369
694669 21013
834851 49610
884203 107295
640818 197870
782249 190689
833159 101953
680103 236506
501590 187542
575618 173371
883540 45692
871158 69930
877411 22884
540940 208379
840472 174434
824920 81665
737817 25651
736937 160577
584414 89117
698429 146568
528948 110551
780889 238355
652523 518
588652 108210
623003 64339
780871 177512
720873 242189
700767 185771
544852 151412
673245 24152
583948 224807
593722 25529
674552 135941
806417 70463
740575 150978
500536 171778
781723 161870
790678 255129
845978 162390
631770 5310
528846 174939
690388 136511
505485 114222
534165 214251
885790 260216
728942 261613
845968 117316
745099 28413
766767 179346
541209 239994
661532 292516
678645 182055
676256 152948
593722 18704
579156 33533
774189 55195
547892 241323
699040 181685
531141 181510
635344 245271
809302 40610
742964 162216
666304 176078
528211 194799
793966 186175
836946 16884
750046 178693
655804 272935
535746 211939
790107 41632
507495 54251
853202 15408
845009 265665
684947 280458
637312 168371
891526 21115
834360 20875
895918 226862
591319 278267
732543 38870
607251 128734
830144 90487
682983 288377
625605 255982
